VEHICLE_OCCUPANTS,LICENSED?,NUMBER OF PERSONS INJURED,FATAL?,VEHICLE_AGE,VEHICLE_COMPANY,FORD?,FEMALE?,DAYTIME?
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,3,HOND,0,0,0
2,1,0,0,5,CHEV,0,0,0
1,1,0,0,15,LINC,0,0,0
1,1,0,0,12,VOLK,0,0,1
2,1,0,0,14,JEEP,0,0,1
1,0,0,0,2,CHRY,0,0,1
1,1,0,0,1,MAZD,0,1,1
2,1,0,0,6,FORD,1,1,0
1,1,0,0,10,BMW,0,0,0
1,1,0,0,7,AUDI,0,0,0
1,1,0,0,8,MERZ,0,0,1
1,1,0,0,20,INTL,0,0,1
1,1,0,0,3,FORD,1,0,1
1,1,0,0,15,weste,0,0,1
1,1,0,0,4,FORD,1,0,1
1,1,0,0,2,LEXS,0,0,0
2,1,0,0,7,HOND,0,0,1
2,1,0,0,8,INFI,0,0,0
2,1,0,0,3,FORD,1,0,0
1,1,0,0,5,TOYT,0,1,1
1,1,0,0,13,LEXS,0,0,1
1,1,0,0,4,CHRY,0,0,0
2,1,0,0,3,NISS,0,1,1
2,1,0,0,5,BMW,0,1,1
1,1,0,0,2,VOLK,0,0,1
1,1,0,0,1,LEXS,0,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,13,HOND,0,1,1
2,1,0,0,2,FORD,1,1,1
1,1,0,0,2,TOYT,0,0,0
2,1,0,0,5,NISS,0,1,1
2,1,0,0,5,TOYT,0,0,1
1,1,0,0,9,FORD,1,0,1
3,1,0,0,5,HYUN,0,1,1
5,1,0,0,5,HOND,0,0,1
1,1,0,0,18,DODG,0,0,0
1,1,0,0,16,CHRY,0,0,0
1,1,0,0,1,TOYT,0,0,0
3,1,0,0,9,TOYT,0,1,0
1,1,0,0,12,HOND,0,1,1
1,1,0,0,8,FORD,1,0,1
1,1,0,0,4,BMW,0,0,1
1,1,0,0,9,TOYT,0,1,1
1,1,0,0,10,VOLK,0,1,1
5,1,0,0,2,HYUN,0,0,1
2,1,0,0,3,FORD,1,1,1
1,1,0,0,4,ACUR,0,0,0
1,1,0,0,9,TOYT,0,0,0
1,1,0,0,6,FORD,1,0,1
1,1,0,0,13,NISS,0,1,1
1,1,0,0,1,CHRY,0,1,1
3,1,0,0,4,HYUN,0,0,1
23,1,0,0,7,FREIG,0,0,1
1,0,0,0,7,FORD,1,0,0
2,1,0,0,19,TOYT,0,1,0
1,1,0,0,17,NISS,0,0,0
1,1,0,0,5,LINC,0,0,1
2,1,0,0,7,HOND,0,1,1
2,1,0,0,16,TOYT,0,1,1
1,1,0,0,8,TOYT,0,0,1
1,1,0,0,10,TOYT,0,0,0
1,1,0,0,4,GMC,0,0,0
2,1,0,0,1,TOYT,0,0,0
1,1,0,0,20,VLV,0,0,1
3,1,0,0,18,BMW,0,1,0
1,1,0,0,1,TOYT,0,0,0
1,0,0,0,17,SAA,0,1,0
2,1,0,0,21,GMC,0,0,1
1,1,0,0,1,NISS,0,0,0
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,9,DODG,0,0,1
2,1,0,0,15,FORD,1,1,0
1,1,0,0,9,MCIN,0,0,0
1,1,0,0,3,FORD,1,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,8,FORD,1,0,1
1,1,0,0,11,NISS,0,0,1
2,1,0,0,13,HOND,0,1,0
1,1,0,0,4,MERZ,0,0,1
1,1,0,0,8,HOND,0,0,0
1,1,0,0,6,MERZ,0,0,0
1,1,0,0,2,TOYT,0,0,0
2,1,0,0,1,NISS,0,0,1
2,1,0,0,3,FORD,1,0,1
1,1,0,0,13,HOND,0,1,0
1,1,0,0,6,FORD,1,0,0
1,1,0,0,5,HOND,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,15,MERC,0,0,0
1,1,0,0,7,DODG,0,0,0
1,1,0,0,6,INFI,0,0,0
1,1,0,0,2,MERZ,0,0,0
1,1,0,0,4,INFI,0,0,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,12,TOYT,0,0,1
2,1,0,0,1,JEEP,0,0,0
1,1,0,0,14,MERC,0,0,0
1,0,0,0,6,LEXS,0,0,0
3,1,0,0,7,NISS,0,1,0
1,1,0,0,3,JEEP,0,0,1
1,1,0,0,16,FORD,1,0,1
1,0,0,0,4,DODG,0,0,0
1,1,0,0,1,MERC,0,0,1
1,1,0,0,4,DODG,0,0,1
1,1,0,0,1,JEEP,0,0,1
2,1,0,0,3,NISS,0,1,0
1,1,0,0,3,CHEV,0,1,0
1,1,0,0,3,TOYT,0,0,0
1,1,0,0,9,ACUR,0,0,0
1,1,0,0,10,MAZD,0,1,0
2,1,0,0,2,TOYT,0,0,1
2,1,0,0,9,SUBA,0,1,1
2,1,0,0,4,NISS,0,0,1
1,1,0,0,13,DODGE,0,0,1
1,1,0,0,14,MITS,0,0,1
1,0,0,0,18,FORD,1,0,0
1,1,0,0,2,NISS,0,0,1
3,1,0,0,7,HOND,0,0,1
1,1,0,0,11,KIA,0,1,1
3,1,0,0,3,ACUR,0,0,0
1,1,0,0,10,TOYT,0,0,1
1,1,0,0,16,NISS,0,0,1
2,1,0,0,2,HOND,0,0,1
1,1,0,0,5,NISS,0,0,1
1,1,0,0,6,ACUR,0,0,0
1,1,0,0,1,FORD,1,0,0
1,1,0,0,4,VOLK,0,1,0
1,1,0,0,4,GMC,0,1,0
1,1,0,0,13,CHRY,0,0,1
2,1,0,0,8,STRN,0,0,1
3,1,0,0,8,NISS,0,1,1
1,1,0,0,21,ISU,0,0,1
2,1,0,0,15,NISS,0,0,1
1,0,0,0,4,INFI,0,0,1
1,1,0,0,9,CHEV,0,0,0
1,1,0,0,11,DODG,0,0,0
1,1,0,0,6,VOLK,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,19,HOND,0,0,1
1,1,0,0,17,FORD,1,0,1
1,0,0,0,6,ACUR,0,0,1
1,1,0,0,19,FORD,1,0,1
1,1,0,0,17,PTRB,0,0,1
1,1,0,0,12,ACUR,0,0,0
4,1,0,0,1,VOLK,0,0,0
1,1,0,0,1,FRHT,0,0,1
1,1,0,0,6,HYUN,0,0,1
1,1,0,0,3,CHEV,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,10,FORD,1,0,1
4,1,0,0,2,FORD,1,1,1
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,4,TOYT,0,0,0
1,1,0,0,4,HYUN,0,1,0
1,1,0,0,14,BMW,0,0,0
4,1,0,0,2,HOND,0,1,0
1,1,0,0,4,HOND,0,0,0
1,1,0,0,5,FORD,1,0,0
1,1,0,0,3,HOND,0,0,0
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,3,HYUN,0,0,0
1,1,0,0,13,NISS,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,0,0,0,1,JEEP,0,0,1
1,1,0,0,5,GMC,0,0,0
1,1,0,0,5,TOYT,0,0,0
2,1,0,0,14,CHEV,0,0,1
1,1,0,0,8,SUBA,0,0,1
1,1,0,0,11,NISS,0,1,1
3,1,0,0,2,TOYT,0,0,0
1,1,0,0,10,AUDI,0,0,0
2,1,0,0,13,LEXS,0,0,1
1,1,0,0,5,FORD,1,0,0
1,1,0,0,4,BMW,0,0,0
1,0,0,0,7,HYUN,0,0,1
2,1,0,0,3,TOYT,0,1,0
1,1,0,0,2,ISU,0,0,1
1,0,0,0,16,unknown,0,0,1
2,1,0,0,6,CHEV,0,1,1
1,0,0,0,12,KIA,0,0,1
3,1,0,0,10,GMC,0,0,1
1,1,0,0,16,DODG,0,1,1
4,1,0,0,4,NISS,0,0,1
1,1,0,0,1,TOYT,0,0,0
3,1,0,0,11,FORD,1,0,0
1,1,0,0,5,HINO,0,0,0
1,1,0,0,1,VOLV,0,0,0
1,1,0,0,9,FRHT,0,0,0
2,1,0,0,4,KIA,0,0,1
1,0,0,0,14,CHEV,0,0,1
1,1,0,0,10,HOND,0,1,1
1,0,0,0,1,MNNI,0,1,1
1,0,0,0,1,TOYT,0,0,1
1,0,0,0,3,TOYT,0,0,1
2,1,0,0,1,NISS,0,0,0
1,1,0,0,15,PORS,0,0,1
2,1,0,0,3,ACUR,0,0,1
7,1,0,0,3,CHEV,0,1,1
1,0,0,0,15,VOLK,0,0,1
2,0,0,0,1,LEXS,0,0,1
10,1,0,0,5,IC,0,1,1
1,1,0,0,10,HYUN,0,0,1
2,1,0,0,3,TOYT,0,0,1
1,1,0,0,4,LEXS,0,1,0
2,1,0,0,7,LEXS,0,1,0
2,1,0,0,2,HOND,0,1,0
1,1,0,0,8,TOYT,0,0,1
1,1,0,0,1,MERZ,0,1,1
2,1,0,0,6,SUBA,0,1,1
1,1,0,0,2,AUDI,0,1,1
1,1,0,0,8,LEXS,0,0,0
1,1,0,0,6,FORD,1,0,0
1,1,0,0,6,JEEP,0,0,0
1,1,0,0,1,TOYT,0,1,1
1,1,0,0,15,CHEV,0,0,1
1,0,0,0,19,FORD,1,0,1
1,1,0,0,3,TOYT,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,JEEP,0,0,1
1,1,0,0,1,LEXS,0,0,0
3,1,0,0,4,NISS,0,0,0
1,1,0,0,6,TOYT,0,1,0
1,1,0,0,1,SUBA,0,0,0
1,0,0,0,3,MERZ,0,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,15,HOND,0,1,0
1,1,0,0,2,TOYT,0,0,1
1,1,0,0,9,TOYT,0,0,1
1,1,0,0,10,MITS,0,0,0
1,1,0,0,1,TOYT,0,1,1
1,0,0,0,17,FORD,1,0,1
1,0,0,0,2,TOYT,0,0,1
1,1,0,0,9,CHEV,0,0,1
2,1,0,0,50,FORD,1,1,1
1,1,0,0,9,LINC,0,0,0
1,0,0,0,4,VOLK,0,0,0
1,1,0,0,12,JAGU,0,0,0
2,1,0,0,3,BMW,0,1,0
1,1,0,0,2,AUDI,0,0,1
1,1,0,0,22,MACK,0,0,1
1,1,0,0,5,CHRY,0,0,1
1,1,0,0,10,DODG,0,0,1
1,1,0,0,11,CHEV,0,1,1
1,1,0,0,10,TOYT,0,0,1
1,1,0,0,6,SUBA,0,0,1
2,1,0,0,8,AUDI,0,0,1
1,1,0,0,4,FORD,1,0,1
2,1,0,0,1,ACUR,0,1,0
2,1,0,0,1,CHEV,0,1,0
2,1,0,0,4,NISS,0,0,1
1,1,0,0,12,ACUR,0,0,1
1,1,0,0,11,NISS,0,0,0
1,1,0,0,1,HYUN,0,0,0
1,0,0,0,2,LINC,0,0,1
1,1,0,0,16,CHEV,0,0,0
1,1,0,0,6,NISS,0,1,1
1,1,0,0,5,MITS,0,0,1
3,1,0,0,18,JEEP,0,0,1
3,1,0,0,18,JEEP,0,0,1
2,1,0,0,13,MAZD,0,1,0
1,1,0,0,19,JEEP,0,1,0
1,1,0,0,5,TOYT,0,0,0
1,1,0,0,6,TOYT,0,0,1
1,1,0,0,4,GMC,0,0,1
1,1,0,0,13,BMW,0,0,1
1,1,0,0,16,FORD,1,0,1
1,1,0,0,14,NISS,0,1,0
1,1,0,0,14,HOND,0,0,0
2,1,0,0,2,BMW,0,0,1
1,0,0,0,3,CHRY,0,0,1
2,1,0,0,10,NISS,0,1,1
1,1,0,0,1,MAZD,0,0,1
1,1,0,0,9,NISS,0,0,1
1,1,0,0,10,MACK,0,0,1
1,1,0,0,8,LEXS,0,0,0
2,1,0,0,4,TOYT,0,0,0
3,1,0,0,4,TOYT,0,0,0
1,1,0,0,1,MAZD,0,1,0
1,1,0,0,12,MACK,0,1,0
1,1,0,0,5,TOYT,0,1,1
1,1,0,0,11,DODG,0,1,1
1,1,0,0,16,FORD,1,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,2,TOYT,0,1,1
1,1,0,0,21,HOND,0,0,1
1,1,0,0,33,CHEV,0,0,0
1,1,0,0,11,HOND,0,0,1
1,1,0,0,1,TOYT,0,0,1
2,1,0,0,2,FRHT,0,0,1
1,1,0,0,1,TOYT,0,0,1
3,1,0,0,3,HOND,0,0,1
2,1,0,0,2,TOYT,0,0,0
1,1,0,0,9,HOND,0,0,0
1,1,0,0,8,HOND,0,0,0
1,1,0,0,13,FORD,1,0,1
1,1,0,0,6,TOYT,0,0,1
4,1,0,0,12,ACUR,0,0,1
1,1,0,0,5,BMW,0,1,1
1,1,0,0,4,NISS,0,0,0
1,1,0,0,5,TOYT,0,0,0
2,1,0,0,18,JEEP,0,0,1
1,1,0,0,3,MNNI,0,0,1
3,1,0,0,9,HOND,0,1,1
2,1,0,0,15,TOYT,0,0,1
1,1,0,0,13,PETER,0,0,1
2,1,0,0,13,INFI,0,0,1
2,1,0,0,17,TOYT,0,0,1
2,1,0,0,9,CHEV,0,0,1
1,1,0,0,8,NISS,0,0,0
1,1,0,0,10,HOND,0,0,0
2,1,0,0,14,HOND,0,0,0
1,1,0,0,2,MACK,0,0,1
1,0,0,0,22,TRK,0,0,1
1,1,0,0,9,MERZ,0,0,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,13,TOYT,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,14,CHEV,0,0,1
2,1,0,0,4,TOYT,0,0,0
1,1,0,0,12,INTL,0,0,0
1,1,0,0,1,TRACTOR (VOLVO),0,0,0
1,1,0,0,1,LEXS,0,0,1
2,1,0,0,8,DODG,0,0,1
1,1,0,0,13,MAZD,0,0,1
1,1,0,0,6,ACUR,0,0,0
1,0,0,0,2,TOYT,0,0,0
1,0,0,0,8,HOND,0,1,0
2,1,0,0,5,LINC,0,0,0
1,1,0,0,12,FORD,1,0,0
1,0,0,0,18,TOYT,0,0,1
2,1,0,0,4,HYUN,0,1,0
1,1,0,0,11,HYUN,0,0,0
1,0,0,0,18,HOND,0,0,0
2,1,0,0,10,FORD,1,0,1
2,1,0,0,6,TOYT,0,0,1
1,1,0,0,1,BMW,0,0,1
1,1,0,0,5,HOND,0,0,1
1,1,0,0,8,LEXS,0,1,1
1,1,0,0,15,HOND,0,0,1
1,0,0,0,6,NISS,0,0,1
2,1,0,0,2,CHEV,0,0,1
1,0,0,0,2,MERZ,0,0,1
1,1,0,0,11,TOYT,0,0,1
1,1,0,0,9,JEEP,0,0,1
1,1,0,0,1,TOYT,0,0,1
2,1,0,0,7,CHEV,0,1,1
4,1,0,0,8,MITS,0,0,0
1,0,0,0,6,FORD,1,0,1
1,1,0,0,12,TOYT,0,0,1
1,1,0,0,6,NISS,0,1,1
3,1,0,0,19,FRHT,0,0,1
3,1,0,0,3,NISS,0,0,0
2,1,0,0,6,JEEP,0,0,0
5,1,0,0,1,MITS,0,1,0
1,1,0,0,11,NISS,0,1,1
1,1,0,0,12,FORD,1,0,1
1,1,0,0,2,FORD,1,0,0
1,1,0,0,3,BMW,0,1,0
1,1,0,0,2,HOND,0,1,1
1,1,0,0,5,NISS,0,0,1
1,1,0,0,12,MITS,0,0,0
1,1,0,0,16,LINC,0,0,0
1,1,0,0,4,KIA,0,1,0
3,1,0,0,3,TOYT,0,1,0
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,12,TOYT,0,0,0
2,1,0,0,16,MAZD,0,0,1
4,1,0,0,10,NISS,0,0,1
2,1,0,0,14,CADI,0,0,0
1,1,0,0,14,FRHT,0,0,0
2,1,0,0,2,BMW,0,0,1
2,1,0,0,4,HOND,0,1,1
2,1,0,0,1,TOYT,0,0,0
1,1,0,0,10,CHRY,0,0,0
2,1,0,0,9,TOYT,0,1,1
1,1,0,0,2,NISS,0,0,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,5,BMW,0,0,0
1,1,0,0,2,SUBA,0,1,1
1,1,0,0,13,AUDI,0,0,0
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,6,HOND,0,0,1
1,1,0,0,1,ACUR,0,0,1
1,0,0,0,5,NISS,0,0,1
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,8,NISS,0,0,0
1,1,0,0,1,CHEV,0,0,0
1,1,0,0,3,FORD,1,0,1
1,1,0,0,4,TOYT,0,0,1
1,1,0,0,11,TOYT,0,1,0
2,1,0,0,1,TOYT,0,1,1
4,1,0,0,8,DODG,0,0,0
1,0,0,0,13,TOYT,0,1,0
1,0,0,0,5,CHEV,0,0,0
1,1,0,0,15,NISS,0,0,0
1,1,0,0,8,TOYT,0,0,1
1,1,0,0,2,TOYT,0,1,1
1,1,0,0,7,TOYT,0,0,1
2,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,TOYT,0,1,1
1,1,0,0,8,TOYT,0,0,1
3,1,0,0,11,HYUN,0,1,1
1,1,0,0,7,TOYT,0,0,0
1,1,0,0,2,HOND,0,0,0
1,1,0,0,2,HYUN,0,1,1
1,1,0,0,5,FORD,1,0,1
2,1,0,0,1,HOND,0,1,1
3,1,0,0,2,HOND,0,0,0
2,1,0,0,11,FORD,1,0,0
1,1,0,0,1,JEEP,0,1,1
2,0,0,0,8,LEXUS,0,1,1
1,0,0,0,10,TOYOTA,0,1,1
5,1,0,0,4,MERZ,0,0,1
1,1,0,0,10,FRHT,0,0,1
1,1,0,0,2,FORD,1,0,1
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,1,INTL,0,0,1
1,1,0,0,7,TOYT,0,0,1
4,1,0,0,10,TOYT,0,1,1
1,1,0,0,1,JEEP,0,1,1
1,1,0,0,7,INFI,0,1,0
1,1,0,0,5,LINC,0,0,0
2,1,0,0,3,HOND,0,0,0
2,1,0,0,8,horto,0,0,0
1,1,0,0,7,TOYT,0,0,0
1,1,0,0,11,MERC,0,0,1
1,1,0,0,3,NISS,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,2,DODG,0,0,1
4,1,0,0,1,GMC,0,0,1
1,1,0,0,1,LINC,0,0,1
1,1,0,0,7,NISS,0,0,0
2,1,0,0,3,BMW,0,0,0
2,1,0,0,1,MERZ,0,0,0
1,1,0,0,9,HYUN,0,0,1
1,1,0,0,1,CHEV,0,1,1
1,1,0,0,1,CHRY,0,0,1
1,1,0,0,13,GMC,0,0,1
1,1,0,0,3,MERZ,0,0,1
2,1,0,0,4,MERZ,0,1,0
3,1,0,0,13,CHEV,0,1,0
3,1,0,0,5,CHEV,0,0,0
3,1,0,0,1,MERZ,0,0,1
2,1,0,0,17,MERZ,0,1,0
2,1,0,0,12,ACUR,0,0,0
4,1,0,0,1,HOND,0,0,1
2,1,0,0,11,TOYT,0,1,0
1,1,0,0,9,NISS,0,0,0
3,1,0,0,4,LNDR,0,1,0
1,1,0,0,1,NISS,0,0,0
1,1,0,0,2,HOND,0,1,0
1,1,0,0,10,INFI,0,0,0
1,1,0,0,1,CADI,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,11,GMC,0,0,1
1,1,0,0,1,VOLK,0,0,0
1,1,0,0,6,HOND,0,0,0
1,1,0,0,20,CHEV,0,0,1
2,1,0,0,11,NISS,0,0,0
1,1,0,0,4,JEEP,0,1,1
1,1,0,0,12,TOYT,0,0,0
2,1,0,0,5,HOND,0,1,1
1,1,0,0,7,FORD,1,0,1
1,1,0,0,18,PLYM,0,0,1
1,1,0,0,3,HOND,0,0,1
2,1,0,0,5,HYUN,0,1,0
1,0,0,0,5,HYUN,0,0,0
1,1,0,0,9,BMW,0,0,0
2,1,0,0,7,NISS,0,0,1
1,1,0,0,15,STLG,0,0,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,FIAT,0,0,0
1,0,0,0,4,TOYT,0,0,1
1,1,0,0,9,LINC,0,0,1
2,1,0,0,3,NISS,0,1,0
1,1,0,0,2,FORD,1,0,0
1,1,0,0,2,JEEP,0,0,1
1,1,0,0,1,LEXS,0,0,0
5,1,0,0,13,ACUR,0,0,1
1,1,0,0,12,ACUR,0,0,1
1,1,0,0,5,UNKNOWN,0,0,1
1,1,0,0,6,FORD,1,0,0
1,1,0,0,9,LINC,0,0,0
2,1,0,0,8,INFI,0,0,1
4,1,0,0,2,MERZ,0,0,1
2,1,0,0,3,BMW,0,0,1
1,1,0,0,1,LEXS,0,0,1
1,1,0,0,8,HOND,0,1,1
1,1,0,0,14,BMW,0,0,0
1,1,0,0,3,TOYT,0,1,1
1,1,0,0,16,TOYT,0,0,1
3,1,0,0,15,HOND,0,1,1
1,1,0,0,1,FORD,1,0,1
4,0,0,0,2,HOND,0,0,0
1,1,0,0,15,NISS,0,0,0
1,1,0,0,1,PTRB,0,0,1
1,1,0,0,5,BMW,0,0,1
4,1,0,0,1,HOND,0,0,1
2,1,0,0,7,CHEV,0,0,0
1,1,0,0,5,NO/BU,0,0,0
4,0,0,0,3,JEEP,0,0,0
2,1,0,0,6,MERZ,0,0,0
1,1,0,0,9,FORD,1,0,0
2,1,0,0,12,LEXS,0,0,0
1,1,0,0,1,TOYT,0,0,0
2,1,0,0,5,JEEP,0,0,0
1,1,0,0,1,NISS,0,0,0
2,1,0,0,12,CHEV,0,0,1
1,1,0,0,1,CHEV,0,0,1
1,1,0,0,5,NISS,0,1,1
1,1,0,0,14,DODG,0,0,1
1,1,0,0,6,nova,0,0,1
4,1,0,0,14,FORD,1,0,0
3,1,0,0,7,FORD,1,0,1
3,1,0,0,1,TOYT,0,0,0
1,0,0,0,5,ACUR,0,0,1
1,1,0,0,1,TOYT,0,0,1
4,1,0,0,9,INFI,0,1,1
2,0,0,0,3,MACK,0,0,1
1,1,0,0,6,FORD,1,0,1
4,1,0,0,13,STRN,0,0,0
1,1,0,0,3,TOYT,0,0,0
3,1,0,0,1,HOND,0,0,0
1,1,0,0,9,CHEV,0,0,0
1,1,0,0,3,FORD,1,0,1
1,1,0,0,8,NISS,0,0,1
1,0,0,0,2,HOND,0,0,0
1,1,0,0,4,VOLV,0,1,1
1,1,0,0,13,FORD,1,0,1
1,1,0,0,5,NISS,0,1,0
1,1,0,0,10,SUBA,0,0,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,11,ACUR,0,1,1
1,1,0,0,1,HYUN,0,0,1
1,1,0,0,8,TOYT,0,0,1
1,1,0,0,2,TOYT,0,1,1
1,1,0,0,1,NISS,0,0,1
1,1,0,0,17,BUIC,0,0,1
3,1,0,0,1,TOYT,0,0,1
3,1,0,0,1,FORD,1,0,1
3,1,0,0,23,HOND,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,5,DODG,0,1,0
1,1,0,0,8,ACUR,0,1,0
1,1,0,0,12,TOYT,0,0,0
1,0,0,0,10,LINC,0,0,1
1,0,0,0,3,TOYT,0,0,1
1,0,0,0,9,BMW,0,0,1
1,1,0,0,13,HOND,0,0,1
1,0,0,0,16,DODG,0,0,1
1,1,0,0,2,TOYT,0,0,0
1,1,0,0,19,TOYT,0,0,1
1,1,0,0,14,NISS,0,1,1
2,1,0,0,3,HOND,0,0,1
1,1,0,0,5,TOYT,0,0,1
1,1,0,0,2,LNDR,0,1,0
1,1,0,0,1,TOYT,0,1,1
2,1,0,0,18,DODG,0,0,0
1,1,0,0,15,TOYT,0,0,1
1,1,0,0,11,LEXS,0,0,1
1,1,0,0,11,TOYT,0,0,1
2,1,0,0,1,HINO,0,0,1
1,1,0,0,5,MCIN,0,1,1
1,1,0,0,4,TOYT,0,0,1
1,1,0,0,8,TOYT,0,1,0
1,1,0,0,1,INFI,0,0,0
1,1,0,0,10,FORD,1,1,1
1,1,0,0,15,FRHT,0,0,1
2,1,0,0,6,TOYT,0,0,1
1,1,0,0,17,VOLK,0,0,1
1,1,0,0,12,HYUN,0,1,1
1,1,0,0,3,BMW,0,0,1
1,1,0,0,1,FORD,1,0,1
1,1,0,0,1,FORD,1,0,0
1,1,0,0,3,KEN,0,0,0
1,1,0,0,4,MACK,0,0,1
1,0,0,0,4,NISS,0,0,0
1,1,0,0,3,AUDI,0,0,0
1,1,0,0,1,NISS,0,0,1
1,1,0,0,7,ISU,0,0,1
1,1,0,0,2,SUBA,0,1,1
8,1,0,0,4,starc,0,1,1
3,1,0,0,5,BMW,0,1,1
2,1,0,0,7,HYUN,0,1,1
1,1,0,0,9,TOYT,0,0,0
1,1,0,0,18,MERC,0,0,0
3,1,0,0,3,SUBA,0,1,0
1,1,0,0,13,STRN,0,1,1
1,1,0,0,13,DODG,0,0,1
1,1,0,0,3,KIA,0,0,1
1,0,0,0,11,KIA,0,0,0
1,0,0,0,22,TOYT,0,0,0
1,1,0,0,14,NISS,0,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,3,HOND,0,1,1
1,1,0,0,6,BMW,0,1,1
1,1,0,0,14,TOYT,0,0,1
2,1,0,0,11,TOYT,0,0,1
3,1,0,0,21,OLDS,0,0,1
2,0,0,0,6,TOYT,0,1,0
1,1,0,0,3,HOND,0,0,0
2,1,0,0,4,BUIC,0,0,1
2,1,0,0,4,HINO,0,0,1
1,1,0,0,11,ACUR,0,0,1
2,1,0,0,1,MERZ,0,0,1
1,1,0,0,7,NISS,0,0,1
3,1,0,0,19,FRHT,0,0,1
1,0,0,0,3,LINC,0,0,1
4,1,0,0,16,MITS,0,1,0
2,0,0,0,13,DODG,0,0,0
2,1,0,0,3,TOYT,0,0,0
4,1,0,0,9,HOND,0,1,0
2,1,0,0,11,HOND,0,0,0
1,1,0,0,13,FORD,1,0,0
1,1,0,0,12,CADI,0,1,1
1,1,0,0,4,KIA,0,1,1
1,1,0,0,2,FORD,1,0,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,7,JEEP,0,0,1
1,1,0,0,14,HOND,0,0,1
1,1,0,0,4,FORD,1,0,1
1,1,0,0,10,DODG,0,1,1
1,1,0,0,10,BMW,0,1,1
1,0,0,0,16,LINC,0,0,1
1,1,0,0,6,TOYT,0,1,1
2,1,0,0,28,FORD,1,0,1
1,1,0,0,10,TOYT,0,0,1
1,1,0,0,3,CHEV,0,0,1
1,1,0,0,1,ISU,0,0,1
1,1,0,0,11,FREIG,0,0,1
1,1,0,0,10,TOYT,0,1,1
1,1,0,0,1,CHEV,0,0,1
1,1,0,0,8,HOND,0,0,0
1,1,0,0,13,NISS,0,1,1
1,1,0,0,5,INFI,0,0,1
1,1,0,0,3,TOYT,0,0,1
1,1,0,0,8,JEEP,0,0,1
3,1,0,0,3,DODG,0,1,1
1,1,0,0,3,SUBA,0,1,1
1,1,0,0,1,NISS,0,0,1
2,1,0,0,4,starc,0,0,1
1,1,0,0,9,TOYT,0,0,1
1,1,0,0,6,TOYT,0,0,1
2,1,0,0,5,BMW,0,0,0
1,1,0,0,3,CHEV,0,0,0
1,0,0,0,12,GMC,0,0,0
1,1,0,0,7,BMW,0,0,0
1,1,0,0,14,CADI,0,0,1
1,1,0,0,1,TOYT,0,0,1
1,1,0,0,2,CADI,0,0,1
1,1,0,0,20,CHEV,0,1,0
1,1,0,0,1,JEEP,0,0,1
3,1,0,0,6,GMC,0,1,1
1,1,0,0,1,TOYT,0,0,0
1,1,0,0,1,FORD,1,0,1
1,1,0,0,9,orion,0,0,1
1,1,0,0,4,TOYT,0,1,0
2,1,0,0,6,TOYT,0,1,0
3,1,0,0,1,TOYT,0,0,1
1,1,0,0,10,BMW,0,0,0
1,1,0,0,7,HOND,0,0,0
2,1,0,0,3,HOND,0,0,1
4,1,0,0,2,HOND,0,0,1
1,1,0,0,7,SUBA,0,0,0
1,1,0,0,6,AUDI,0,0,1
1,1,0,0,10,HOND,0,1,1
2,1,0,0,9,MERZ,0,1,0
1,1,0,0,1,HOND,0,1,0
1,1,0,0,1,HYUN,0,1,0
3,1,0,0,1,TOYT,0,0,0
1,1,0,0,3,CHEV,0,1,1
1,1,0,0,1,FORD,1,1,1
